,Filename,Path,Score,Time
0,TSPB.csv,"[ 26  92 122 143 179 121 127  24 131 103  38 101  31 197 183  34   5   2
 182 163  40 115  82  63   8 139 107  59 119 193  71  44 162 150 117 196
 192 142 130 141 148 140 174  51  70  91 156  67 114  85  72 171  58  89
 129  64 159 147 181 170  47 189 109  12  52  16 172  95 135 198 190  19
  33  29  18 132 185  73 136  79 145 157  80 153  55  88 137  37 165  36
  25 134 154 112  50  99  57   0 169  66]",66792,200.32876086235046
1,TSPB.csv,"[ 21 142 130 141 148 140 174  51  70  91 156  67 158 114  72  58 129  89
 159 147  64  85 166  71  59 119 193 139  97 107  12 189 181 170 136  73
  33  29  18 185 132  52  16 172  95 135 198 190  19 145 157  80 153   4
  55  88 137  37 165  36  25 134 154 112  50  99  57   0 169  66  92 122
 143 179 121 127  24 131 103  38 101  31 197 183  34   5   2 182 163 115
  82  63   8  84 196  44 162 150 117 192]",67124,201.0990240573883
2,TSPB.csv,"[152 131 103  38 101  31  34 183 197  92 122 143 179 121 127  24  50  99
  57   0 169  66   5   2 182 135 198 190  19  95 172  16   8  63  82 115
  69  53 142 130 141 148 140 174  51  70  91 156  67 158 162 150 117 192
  21 196  44  71 193 119  59 166  85 114  72  58  89 129  64 159 147 181
 170 189  12 107  97 139  52 132 185  18  29  33  73 136 145 157  80 153
  55  88 137  37 165  36  25 134 154 112]",66765,200.0640230178833
3,TSPB.csv,"[153  55  88 137  37 165  36  25 134 154 112  50 131 103  38 101  31  34
 183 197  92 122 143 179 121  24 127  99  57 169  66 128   5   2 182 163
 115  82  63   8  16 172  95 135 198 190  19  33  18 132  52  12 107  97
 139 193 119  59  71  44 162 150 117 196 192  21 142 130 141 148 140 174
  51  70  91 156   3  67 158 114 166  85  72 171  58  89 129  64 159 147
 181 170 189 185  73 136  79 145 157  80]",66851,200.64099097251892
4,TSPB.csv,"[189 181 170 185 132  18  52  16 172  95 135 198 190  19  33  73 136  79
 145 157  80 153   4  55  88 137  37 165  36  25 134 154 112 152 131 103
  38 101  31  34 183 197  92 122 143 179 121 127  24  50  99  57   0 169
  66 128   5   2 182 163   8  63  82 115  69  53 142 130 141 148 140 174
  51  70  91 156   3  67 114  72 171  58  89 159 147  64 129  85 166 162
 150 117 196  44  71 193 119  59 107  12]",66923,200.9864480495453
5,TSPB.csv,"[112 154  25  36 165  37 137  88  55 153 145 157  80  57  99  66 135 198
 190  19  33 136  61  73 185 132  18  52 139 107  12 189  47 170 181 147
 159  64 129  89  58  72 114  85 166  59 119 193  71  44 196  21 192 117
 150 162 158  67   3 156  91  70  51 174 188 140 148 141 130 142  53  32
 113  69 115  82  63   8  16 172  95 163 182   2   5  34 183 197 122 143
 179  31 101  38 103 131 121 127  24  50]",67247,200.65272402763367
6,TSPB.csv,"[122 143 179 197 183  34  31 101  38 103 131 121 127  24  50 112 154 134
  25  36 165  37 137  88  55   4 153  80 157 145 136  61  73 185 132  52
  12 107 189 170 181 147 159  64 129  89  58  72 114  85 166  59 119 193
  71  44 196 117 150 162 158  67   3 156  91  70  51 174 188 140 148 141
 130 142  53  69 115  82  63   8  16  18  29  33  19 190 198 135  95 172
 182   2   5 128  66 169   0  57  99  92]",66493,200.23435378074646
7,TSPB.csv,"[172  16  18  29  33  19 190 198 135  57   0 169  66 128   5  34 183 197
 179 143 122 127  24 121  31 101  38 103 131  50  99 137  37 165 154 134
  25  36  88  55   4 153  80 157 145  79 136  73 185 132  52 139  97 107
  12 189 170 181 147 159  64 129  89  58  72 114  85 166  59 119 193  71
  44 117 196  21 192 150 162 158  67 156  91  70  51 174 140 148 141 130
 142  53  82  63   8 115   2 182 163  95]",66942,200.27805185317993
8,TSPB.csv,"[107 139 193  71 119  59 189 170 181 147 159  64 129  89  58 171  72  85
 166 114  67 158 162 150  44 117 196  21 192   3 156  91  70  51 174 188
 140 148 141 130 142  53 113  69 115  82  63   8  16 172 182   2   5  66
 169  57  99  50  24 127 121 179 143 122 197 183  34  31 101  38 103 131
 112 154 134  25  36 165  37 137  88  55   4 153  80 157 145 135 198 190
  19  33 136  61  73 185 132  18  52  12]",67334,200.36657094955444
9,TSPB.csv,"[ 85 166  59 119  71  44 196 117 150 162 158  67   3 156  91  70  51 174
 140 148 141 130 142  53  69 115  82  63   8  16  18  29  33  19 190 198
 135  95 172 163 182   2   5 128  66 169   0  57  99  50  24 127 121 179
 143 122  92  26 197 183  34  31 101  38 103 131 152 112 154 134  25  36
 165  37 137  88  55   4 153  80 157 145  79 136  73 185 132  52  12 107
 189 181 147 159  64 129  89  58  72 114]",66539,200.09879899024963
